GRID_ID,POLYGON,UPPER_LEFT_LATITUDE,UPPER_LEFT_LONGITUDE,UPPER_RIGHT_LATITUDE,UPPER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_LEFT_LATITUDE,LOWER_LEFT_LONGITUDE
GR2_G4M12,"132.25 33,132.5 33,132.5 32.75,132.25 32.75,132.25 33",33.0,132.25,33.0,132.5,32.75,132.5,32.75,132.25
GR2_G4M21,"132.5 33,132.75 33,132.75 32.75,132.5 32.75,132.5 33",33.0,132.5,33.0,132.75,32.75,132.75,32.75,132.5
GR2_G4M22,"132.75 33,133 33,133 32.75,132.75 32.75,132.75 33",33.0,132.75,33.0,133.0,32.75,133.0,32.75,132.75
GR2_G4N11,"133 33,133.25 33,133.25 32.75,133 32.75,133 33",33.0,133.0,33.0,133.25,32.75,133.25,32.75,133.0
GR2_G4N12,"133.25 33,133.5 33,133.5 32.75,133.25 32.75,133.25 33",33.0,133.25,33.0,133.5,32.75,133.5,32.75,133.25
GR2_G4N21,"133.5 33,133.75 33,133.75 32.75,133.5 32.75,133.5 33",33.0,133.5,33.0,133.75,32.75,133.75,32.75,133.5
GR2_G4N22,"133.75 33,134 33,134 32.75,133.75 32.75,133.75 33",33.0,133.75,33.0,134.0,32.75,134.0,32.75,133.75
GR2_G4O11,"134 33,134.25 33,134.25 32.75,134 32.75,134 33",33.0,134.0,33.0,134.25,32.75,134.25,32.75,134.0
GR2_G4O12,"134.25 33,134.5 33,134.5 32.75,134.25 32.75,134.25 33",33.0,134.25,33.0,134.5,32.75,134.5,32.75,134.25
GR2_G4O21,"134.5 33,134.75 33,134.75 32.75,134.5 32.75,134.5 33",33.0,134.5,33.0,134.75,32.75,134.75,32.75,134.5
GR2_G4O22,"134.75 33,135 33,135 32.75,134.75 32.75,134.75 33",33.0,134.75,33.0,135.0,32.75,135.0,32.75,134.75
GR2_G4P11,"135 33,135.25 33,135.25 32.75,135 32.75,135 33",33.0,135.0,33.0,135.25,32.75,135.25,32.75,135.0
GR2_G4P12,"135.25 33,135.5 33,135.5 32.75,135.25 32.75,135.25 33",33.0,135.25,33.0,135.5,32.75,135.5,32.75,135.25
GR2_G4P21,"135.5 33,135.75 33,135.75 32.75,135.5 32.75,135.5 33",33.0,135.5,33.0,135.75,32.75,135.75,32.75,135.5
GR2_G4P22,"135.75 33,136 33,136 32.75,135.75 32.75,135.75 33",33.0,135.75,33.0,136.0,32.75,136.0,32.75,135.75
GR2_F3M13,"120 32.75,120.25 32.75,120.25 32.5,120 32.5,120 32.75",32.75,120.0,32.75,120.25,32.5,120.25,32.5,120.0
GR2_F3M14,"120.25 32.75,120.5 32.75,120.5 32.5,120.25 32.5,120.25 32.75",32.75,120.25,32.75,120.5,32.5,120.5,32.5,120.25
GR2_F3M23,"120.5 32.75,120.75 32.75,120.75 32.5,120.5 32.5,120.5 32.75",32.75,120.5,32.75,120.75,32.5,120.75,32.5,120.5
GR2_F3M24,"120.75 32.75,121 32.75,121 32.5,120.75 32.5,120.75 32.75",32.75,120.75,32.75,121.0,32.5,121.0,32.5,120.75
GR2_F3N13,"121 32.75,121.25 32.75,121.25 32.5,121 32.5,121 32.75",32.75,121.0,32.75,121.25,32.5,121.25,32.5,121.0
GR2_F3N14,"121.25 32.75,121.5 32.75,121.5 32.5,121.25 32.5,121.25 32.75",32.75,121.25,32.75,121.5,32.5,121.5,32.5,121.25
GR2_F3N23,"121.5 32.75,121.75 32.75,121.75 32.5,121.5 32.5,121.5 32.75",32.75,121.5,32.75,121.75,32.5,121.75,32.5,121.5
GR2_F3N24,"121.75 32.75,122 32.75,122 32.5,121.75 32.5,121.75 32.75",32.75,121.75,32.75,122.0,32.5,122.0,32.5,121.75
GR2_F3O13,"122 32.75,122.25 32.75,122.25 32.5,122 32.5,122 32.75",32.75,122.0,32.75,122.25,32.5,122.25,32.5,122.0
GR2_F3O14,"122.25 32.75,122.5 32.75,122.5 32.5,122.25 32.5,122.25 32.75",32.75,122.25,32.75,122.5,32.5,122.5,32.5,122.25
GR2_F3O23,"122.5 32.75,122.75 32.75,122.75 32.5,122.5 32.5,122.5 32.75",32.75,122.5,32.75,122.75,32.5,122.75,32.5,122.5
GR2_F3O24,"122.75 32.75,123 32.75,123 32.5,122.75 32.5,122.75 32.75",32.75,122.75,32.75,123.0,32.5,123.0,32.5,122.75
GR2_F3P13,"123 32.75,123.25 32.75,123.25 32.5,123 32.5,123 32.75",32.75,123.0,32.75,123.25,32.5,123.25,32.5,123.0
GR2_F3P14,"123.25 32.75,123.5 32.75,123.5 32.5,123.25 32.5,123.25 32.75",32.75,123.25,32.75,123.5,32.5,123.5,32.5,123.25
GR2_F3P23,"123.5 32.75,123.75 32.75,123.75 32.5,123.5 32.5,123.5 32.75",32.75,123.5,32.75,123.75,32.5,123.75,32.5,123.5
GR2_F3P24,"123.75 32.75,124 32.75,124 32.5,123.75 32.5,123.75 32.75",32.75,123.75,32.75,124.0,32.5,124.0,32.5,123.75
GR2_F4M13,"124 32.75,124.25 32.75,124.25 32.5,124 32.5,124 32.75",32.75,124.0,32.75,124.25,32.5,124.25,32.5,124.0
GR2_F4M14,"124.25 32.75,124.5 32.75,124.5 32.5,124.25 32.5,124.25 32.75",32.75,124.25,32.75,124.5,32.5,124.5,32.5,124.25
GR2_F4M23,"124.5 32.75,124.75 32.75,124.75 32.5,124.5 32.5,124.5 32.75",32.75,124.5,32.75,124.75,32.5,124.75,32.5,124.5
GR2_F4M24,"124.75 32.75,125 32.75,125 32.5,124.75 32.5,124.75 32.75",32.75,124.75,32.75,125.0,32.5,125.0,32.5,124.75
GR2_F4N13,"125 32.75,125.25 32.75,125.25 32.5,125 32.5,125 32.75",32.75,125.0,32.75,125.25,32.5,125.25,32.5,125.0
GR2_F4N14,"125.25 32.75,125.5 32.75,125.5 32.5,125.25 32.5,125.25 32.75",32.75,125.25,32.75,125.5,32.5,125.5,32.5,125.25
GR2_F4N23,"125.5 32.75,125.75 32.75,125.75 32.5,125.5 32.5,125.5 32.75",32.75,125.5,32.75,125.75,32.5,125.75,32.5,125.5
GR2_F4N24,"125.75 32.75,126 32.75,126 32.5,125.75 32.5,125.75 32.75",32.75,125.75,32.75,126.0,32.5,126.0,32.5,125.75
GR2_F4O13,"126 32.75,126.25 32.75,126.25 32.5,126 32.5,126 32.75",32.75,126.0,32.75,126.25,32.5,126.25,32.5,126.0
GR2_F4O14,"126.25 32.75,126.5 32.75,126.5 32.5,126.25 32.5,126.25 32.75",32.75,126.25,32.75,126.5,32.5,126.5,32.5,126.25
GR2_F4O23,"126.5 32.75,126.75 32.75,126.75 32.5,126.5 32.5,126.5 32.75",32.75,126.5,32.75,126.75,32.5,126.75,32.5,126.5
GR2_F4O24,"126.75 32.75,127 32.75,127 32.5,126.75 32.5,126.75 32.75",32.75,126.75,32.75,127.0,32.5,127.0,32.5,126.75
GR2_F4P13,"127 32.75,127.25 32.75,127.25 32.5,127 32.5,127 32.75",32.75,127.0,32.75,127.25,32.5,127.25,32.5,127.0
GR2_F4P14,"127.25 32.75,127.5 32.75,127.5 32.5,127.25 32.5,127.25 32.75",32.75,127.25,32.75,127.5,32.5,127.5,32.5,127.25
GR2_F4P23,"127.5 32.75,127.75 32.75,127.75 32.5,127.5 32.5,127.5 32.75",32.75,127.5,32.75,127.75,32.5,127.75,32.5,127.5
GR2_F4P24,"127.75 32.75,128 32.75,128 32.5,127.75 32.5,127.75 32.75",32.75,127.75,32.75,128.0,32.5,128.0,32.5,127.75
GR2_G3M13,"128 32.75,128.25 32.75,128.25 32.5,128 32.5,128 32.75",32.75,128.0,32.75,128.25,32.5,128.25,32.5,128.0
GR2_G3M14,"128.25 32.75,128.5 32.75,128.5 32.5,128.25 32.5,128.25 32.75",32.75,128.25,32.75,128.5,32.5,128.5,32.5,128.25
GR2_G3M23,"128.5 32.75,128.75 32.75,128.75 32.5,128.5 32.5,128.5 32.75",32.75,128.5,32.75,128.75,32.5,128.75,32.5,128.5
GR2_G3M24,"128.75 32.75,129 32.75,129 32.5,128.75 32.5,128.75 32.75",32.75,128.75,32.75,129.0,32.5,129.0,32.5,128.75
GR2_G3N13,"129 32.75,129.25 32.75,129.25 32.5,129 32.5,129 32.75",32.75,129.0,32.75,129.25,32.5,129.25,32.5,129.0
GR2_G3N14,"129.25 32.75,129.5 32.75,129.5 32.5,129.25 32.5,129.25 32.75",32.75,129.25,32.75,129.5,32.5,129.5,32.5,129.25
GR2_G3N23,"129.5 32.75,129.75 32.75,129.75 32.5,129.5 32.5,129.5 32.75",32.75,129.5,32.75,129.75,32.5,129.75,32.5,129.5
GR2_G3N24,"129.75 32.75,130 32.75,130 32.5,129.75 32.5,129.75 32.75",32.75,129.75,32.75,130.0,32.5,130.0,32.5,129.75
GR2_G3O13,"130 32.75,130.25 32.75,130.25 32.5,130 32.5,130 32.75",32.75,130.0,32.75,130.25,32.5,130.25,32.5,130.0
GR2_G3O14,"130.25 32.75,130.5 32.75,130.5 32.5,130.25 32.5,130.25 32.75",32.75,130.25,32.75,130.5,32.5,130.5,32.5,130.25
GR2_G3O23,"130.5 32.75,130.75 32.75,130.75 32.5,130.5 32.5,130.5 32.75",32.75,130.5,32.75,130.75,32.5,130.75,32.5,130.5
GR2_G3O24,"130.75 32.75,131 32.75,131 32.5,130.75 32.5,130.75 32.75",32.75,130.75,32.75,131.0,32.5,131.0,32.5,130.75
GR2_G3P13,"131 32.75,131.25 32.75,131.25 32.5,131 32.5,131 32.75",32.75,131.0,32.75,131.25,32.5,131.25,32.5,131.0
GR2_G3P14,"131.25 32.75,131.5 32.75,131.5 32.5,131.25 32.5,131.25 32.75",32.75,131.25,32.75,131.5,32.5,131.5,32.5,131.25
GR2_G3P23,"131.5 32.75,131.75 32.75,131.75 32.5,131.5 32.5,131.5 32.75",32.75,131.5,32.75,131.75,32.5,131.75,32.5,131.5
GR2_G3P24,"131.75 32.75,132 32.75,132 32.5,131.75 32.5,131.75 32.75",32.75,131.75,32.75,132.0,32.5,132.0,32.5,131.75
GR2_G4M13,"132 32.75,132.25 32.75,132.25 32.5,132 32.5,132 32.75",32.75,132.0,32.75,132.25,32.5,132.25,32.5,132.0
GR2_G4M14,"132.25 32.75,132.5 32.75,132.5 32.5,132.25 32.5,132.25 32.75",32.75,132.25,32.75,132.5,32.5,132.5,32.5,132.25
GR2_G4M23,"132.5 32.75,132.75 32.75,132.75 32.5,132.5 32.5,132.5 32.75",32.75,132.5,32.75,132.75,32.5,132.75,32.5,132.5
GR2_G4M24,"132.75 32.75,133 32.75,133 32.5,132.75 32.5,132.75 32.75",32.75,132.75,32.75,133.0,32.5,133.0,32.5,132.75
GR2_G4N13,"133 32.75,133.25 32.75,133.25 32.5,133 32.5,133 32.75",32.75,133.0,32.75,133.25,32.5,133.25,32.5,133.0
GR2_G4N14,"133.25 32.75,133.5 32.75,133.5 32.5,133.25 32.5,133.25 32.75",32.75,133.25,32.75,133.5,32.5,133.5,32.5,133.25
GR2_G4N23,"133.5 32.75,133.75 32.75,133.75 32.5,133.5 32.5,133.5 32.75",32.75,133.5,32.75,133.75,32.5,133.75,32.5,133.5
GR2_G4N24,"133.75 32.75,134 32.75,134 32.5,133.75 32.5,133.75 32.75",32.75,133.75,32.75,134.0,32.5,134.0,32.5,133.75
GR2_G4O13,"134 32.75,134.25 32.75,134.25 32.5,134 32.5,134 32.75",32.75,134.0,32.75,134.25,32.5,134.25,32.5,134.0
GR2_G4O14,"134.25 32.75,134.5 32.75,134.5 32.5,134.25 32.5,134.25 32.75",32.75,134.25,32.75,134.5,32.5,134.5,32.5,134.25
GR2_G4O23,"134.5 32.75,134.75 32.75,134.75 32.5,134.5 32.5,134.5 32.75",32.75,134.5,32.75,134.75,32.5,134.75,32.5,134.5
GR2_G4O24,"134.75 32.75,135 32.75,135 32.5,134.75 32.5,134.75 32.75",32.75,134.75,32.75,135.0,32.5,135.0,32.5,134.75
GR2_G4P13,"135 32.75,135.25 32.75,135.25 32.5,135 32.5,135 32.75",32.75,135.0,32.75,135.25,32.5,135.25,32.5,135.0
GR2_G4P14,"135.25 32.75,135.5 32.75,135.5 32.5,135.25 32.5,135.25 32.75",32.75,135.25,32.75,135.5,32.5,135.5,32.5,135.25
GR2_G4P23,"135.5 32.75,135.75 32.75,135.75 32.5,135.5 32.5,135.5 32.75",32.75,135.5,32.75,135.75,32.5,135.75,32.5,135.5
GR2_G4P24,"135.75 32.75,136 32.75,136 32.5,135.75 32.5,135.75 32.75",32.75,135.75,32.75,136.0,32.5,136.0,32.5,135.75
GR2_F3M31,"120 32.5,120.25 32.5,120.25 32.25,120 32.25,120 32.5",32.5,120.0,32.5,120.25,32.25,120.25,32.25,120.0
GR2_F3M32,"120.25 32.5,120.5 32.5,120.5 32.25,120.25 32.25,120.25 32.5",32.5,120.25,32.5,120.5,32.25,120.5,32.25,120.25
GR2_F3M41,"120.5 32.5,120.75 32.5,120.75 32.25,120.5 32.25,120.5 32.5",32.5,120.5,32.5,120.75,32.25,120.75,32.25,120.5
GR2_F3M42,"120.75 32.5,121 32.5,121 32.25,120.75 32.25,120.75 32.5",32.5,120.75,32.5,121.0,32.25,121.0,32.25,120.75
GR2_F3N31,"121 32.5,121.25 32.5,121.25 32.25,121 32.25,121 32.5",32.5,121.0,32.5,121.25,32.25,121.25,32.25,121.0
GR2_F3N32,"121.25 32.5,121.5 32.5,121.5 32.25,121.25 32.25,121.25 32.5",32.5,121.25,32.5,121.5,32.25,121.5,32.25,121.25
GR2_F3N41,"121.5 32.5,121.75 32.5,121.75 32.25,121.5 32.25,121.5 32.5",32.5,121.5,32.5,121.75,32.25,121.75,32.25,121.5
GR2_F3N42,"121.75 32.5,122 32.5,122 32.25,121.75 32.25,121.75 32.5",32.5,121.75,32.5,122.0,32.25,122.0,32.25,121.75
GR2_F3O31,"122 32.5,122.25 32.5,122.25 32.25,122 32.25,122 32.5",32.5,122.0,32.5,122.25,32.25,122.25,32.25,122.0
GR2_F3O32,"122.25 32.5,122.5 32.5,122.5 32.25,122.25 32.25,122.25 32.5",32.5,122.25,32.5,122.5,32.25,122.5,32.25,122.25
GR2_F3O41,"122.5 32.5,122.75 32.5,122.75 32.25,122.5 32.25,122.5 32.5",32.5,122.5,32.5,122.75,32.25,122.75,32.25,122.5
GR2_F3O42,"122.75 32.5,123 32.5,123 32.25,122.75 32.25,122.75 32.5",32.5,122.75,32.5,123.0,32.25,123.0,32.25,122.75
GR2_F3P31,"123 32.5,123.25 32.5,123.25 32.25,123 32.25,123 32.5",32.5,123.0,32.5,123.25,32.25,123.25,32.25,123.0
GR2_F3P32,"123.25 32.5,123.5 32.5,123.5 32.25,123.25 32.25,123.25 32.5",32.5,123.25,32.5,123.5,32.25,123.5,32.25,123.25
GR2_F3P41,"123.5 32.5,123.75 32.5,123.75 32.25,123.5 32.25,123.5 32.5",32.5,123.5,32.5,123.75,32.25,123.75,32.25,123.5
GR2_F3P42,"123.75 32.5,124 32.5,124 32.25,123.75 32.25,123.75 32.5",32.5,123.75,32.5,124.0,32.25,124.0,32.25,123.75
GR2_F4M31,"124 32.5,124.25 32.5,124.25 32.25,124 32.25,124 32.5",32.5,124.0,32.5,124.25,32.25,124.25,32.25,124.0
GR2_F4M32,"124.25 32.5,124.5 32.5,124.5 32.25,124.25 32.25,124.25 32.5",32.5,124.25,32.5,124.5,32.25,124.5,32.25,124.25
GR2_F4M41,"124.5 32.5,124.75 32.5,124.75 32.25,124.5 32.25,124.5 32.5",32.5,124.5,32.5,124.75,32.25,124.75,32.25,124.5
GR2_F4M42,"124.75 32.5,125 32.5,125 32.25,124.75 32.25,124.75 32.5",32.5,124.75,32.5,125.0,32.25,125.0,32.25,124.75
GR2_F4N31,"125 32.5,125.25 32.5,125.25 32.25,125 32.25,125 32.5",32.5,125.0,32.5,125.25,32.25,125.25,32.25,125.0
GR2_F4N32,"125.25 32.5,125.5 32.5,125.5 32.25,125.25 32.25,125.25 32.5",32.5,125.25,32.5,125.5,32.25,125.5,32.25,125.25
GR2_F4N41,"125.5 32.5,125.75 32.5,125.75 32.25,125.5 32.25,125.5 32.5",32.5,125.5,32.5,125.75,32.25,125.75,32.25,125.5
GR2_F4N42,"125.75 32.5,126 32.5,126 32.25,125.75 32.25,125.75 32.5",32.5,125.75,32.5,126.0,32.25,126.0,32.25,125.75
GR2_F4O31,"126 32.5,126.25 32.5,126.25 32.25,126 32.25,126 32.5",32.5,126.0,32.5,126.25,32.25,126.25,32.25,126.0
GR2_F4O32,"126.25 32.5,126.5 32.5,126.5 32.25,126.25 32.25,126.25 32.5",32.5,126.25,32.5,126.5,32.25,126.5,32.25,126.25
GR2_F4O41,"126.5 32.5,126.75 32.5,126.75 32.25,126.5 32.25,126.5 32.5",32.5,126.5,32.5,126.75,32.25,126.75,32.25,126.5
GR2_F4O42,"126.75 32.5,127 32.5,127 32.25,126.75 32.25,126.75 32.5",32.5,126.75,32.5,127.0,32.25,127.0,32.25,126.75
GR2_F4P31,"127 32.5,127.25 32.5,127.25 32.25,127 32.25,127 32.5",32.5,127.0,32.5,127.25,32.25,127.25,32.25,127.0
GR2_F4P32,"127.25 32.5,127.5 32.5,127.5 32.25,127.25 32.25,127.25 32.5",32.5,127.25,32.5,127.5,32.25,127.5,32.25,127.25
GR2_F4P41,"127.5 32.5,127.75 32.5,127.75 32.25,127.5 32.25,127.5 32.5",32.5,127.5,32.5,127.75,32.25,127.75,32.25,127.5
GR2_F4P42,"127.75 32.5,128 32.5,128 32.25,127.75 32.25,127.75 32.5",32.5,127.75,32.5,128.0,32.25,128.0,32.25,127.75
GR2_G3M31,"128 32.5,128.25 32.5,128.25 32.25,128 32.25,128 32.5",32.5,128.0,32.5,128.25,32.25,128.25,32.25,128.0
GR2_G3M32,"128.25 32.5,128.5 32.5,128.5 32.25,128.25 32.25,128.25 32.5",32.5,128.25,32.5,128.5,32.25,128.5,32.25,128.25
GR2_G3M41,"128.5 32.5,128.75 32.5,128.75 32.25,128.5 32.25,128.5 32.5",32.5,128.5,32.5,128.75,32.25,128.75,32.25,128.5
GR2_G3M42,"128.75 32.5,129 32.5,129 32.25,128.75 32.25,128.75 32.5",32.5,128.75,32.5,129.0,32.25,129.0,32.25,128.75
GR2_G3N31,"129 32.5,129.25 32.5,129.25 32.25,129 32.25,129 32.5",32.5,129.0,32.5,129.25,32.25,129.25,32.25,129.0
GR2_G3N32,"129.25 32.5,129.5 32.5,129.5 32.25,129.25 32.25,129.25 32.5",32.5,129.25,32.5,129.5,32.25,129.5,32.25,129.25
GR2_G3N41,"129.5 32.5,129.75 32.5,129.75 32.25,129.5 32.25,129.5 32.5",32.5,129.5,32.5,129.75,32.25,129.75,32.25,129.5
GR2_G3N42,"129.75 32.5,130 32.5,130 32.25,129.75 32.25,129.75 32.5",32.5,129.75,32.5,130.0,32.25,130.0,32.25,129.75
GR2_G3O31,"130 32.5,130.25 32.5,130.25 32.25,130 32.25,130 32.5",32.5,130.0,32.5,130.25,32.25,130.25,32.25,130.0
GR2_G3O32,"130.25 32.5,130.5 32.5,130.5 32.25,130.25 32.25,130.25 32.5",32.5,130.25,32.5,130.5,32.25,130.5,32.25,130.25
GR2_G3O41,"130.5 32.5,130.75 32.5,130.75 32.25,130.5 32.25,130.5 32.5",32.5,130.5,32.5,130.75,32.25,130.75,32.25,130.5
GR2_G3O42,"130.75 32.5,131 32.5,131 32.25,130.75 32.25,130.75 32.5",32.5,130.75,32.5,131.0,32.25,131.0,32.25,130.75
GR2_G3P31,"131 32.5,131.25 32.5,131.25 32.25,131 32.25,131 32.5",32.5,131.0,32.5,131.25,32.25,131.25,32.25,131.0
GR2_G3P32,"131.25 32.5,131.5 32.5,131.5 32.25,131.25 32.25,131.25 32.5",32.5,131.25,32.5,131.5,32.25,131.5,32.25,131.25
GR2_G3P41,"131.5 32.5,131.75 32.5,131.75 32.25,131.5 32.25,131.5 32.5",32.5,131.5,32.5,131.75,32.25,131.75,32.25,131.5
GR2_G3P42,"131.75 32.5,132 32.5,132 32.25,131.75 32.25,131.75 32.5",32.5,131.75,32.5,132.0,32.25,132.0,32.25,131.75
GR2_G4M31,"132 32.5,132.25 32.5,132.25 32.25,132 32.25,132 32.5",32.5,132.0,32.5,132.25,32.25,132.25,32.25,132.0
GR2_G4M32,"132.25 32.5,132.5 32.5,132.5 32.25,132.25 32.25,132.25 32.5",32.5,132.25,32.5,132.5,32.25,132.5,32.25,132.25
GR2_G4M41,"132.5 32.5,132.75 32.5,132.75 32.25,132.5 32.25,132.5 32.5",32.5,132.5,32.5,132.75,32.25,132.75,32.25,132.5
GR2_G4M42,"132.75 32.5,133 32.5,133 32.25,132.75 32.25,132.75 32.5",32.5,132.75,32.5,133.0,32.25,133.0,32.25,132.75
GR2_G4N31,"133 32.5,133.25 32.5,133.25 32.25,133 32.25,133 32.5",32.5,133.0,32.5,133.25,32.25,133.25,32.25,133.0
GR2_G4N32,"133.25 32.5,133.5 32.5,133.5 32.25,133.25 32.25,133.25 32.5",32.5,133.25,32.5,133.5,32.25,133.5,32.25,133.25
GR2_G4N41,"133.5 32.5,133.75 32.5,133.75 32.25,133.5 32.25,133.5 32.5",32.5,133.5,32.5,133.75,32.25,133.75,32.25,133.5
GR2_G4N42,"133.75 32.5,134 32.5,134 32.25,133.75 32.25,133.75 32.5",32.5,133.75,32.5,134.0,32.25,134.0,32.25,133.75
GR2_G4O31,"134 32.5,134.25 32.5,134.25 32.25,134 32.25,134 32.5",32.5,134.0,32.5,134.25,32.25,134.25,32.25,134.0
GR2_G4O32,"134.25 32.5,134.5 32.5,134.5 32.25,134.25 32.25,134.25 32.5",32.5,134.25,32.5,134.5,32.25,134.5,32.25,134.25
GR2_G4O41,"134.5 32.5,134.75 32.5,134.75 32.25,134.5 32.25,134.5 32.5",32.5,134.5,32.5,134.75,32.25,134.75,32.25,134.5
GR2_G4O42,"134.75 32.5,135 32.5,135 32.25,134.75 32.25,134.75 32.5",32.5,134.75,32.5,135.0,32.25,135.0,32.25,134.75
GR2_G4P31,"135 32.5,135.25 32.5,135.25 32.25,135 32.25,135 32.5",32.5,135.0,32.5,135.25,32.25,135.25,32.25,135.0
GR2_G4P32,"135.25 32.5,135.5 32.5,135.5 32.25,135.25 32.25,135.25 32.5",32.5,135.25,32.5,135.5,32.25,135.5,32.25,135.25
GR2_G4P41,"135.5 32.5,135.75 32.5,135.75 32.25,135.5 32.25,135.5 32.5",32.5,135.5,32.5,135.75,32.25,135.75,32.25,135.5
GR2_G4P42,"135.75 32.5,136 32.5,136 32.25,135.75 32.25,135.75 32.5",32.5,135.75,32.5,136.0,32.25,136.0,32.25,135.75
GR2_F3M33,"120 32.25,120.25 32.25,120.25 32,120 32,120 32.25",32.25,120.0,32.25,120.25,32.0,120.25,32.0,120.0
GR2_F3M34,"120.25 32.25,120.5 32.25,120.5 32,120.25 32,120.25 32.25",32.25,120.25,32.25,120.5,32.0,120.5,32.0,120.25
GR2_F3M43,"120.5 32.25,120.75 32.25,120.75 32,120.5 32,120.5 32.25",32.25,120.5,32.25,120.75,32.0,120.75,32.0,120.5
GR2_F3M44,"120.75 32.25,121 32.25,121 32,120.75 32,120.75 32.25",32.25,120.75,32.25,121.0,32.0,121.0,32.0,120.75
GR2_F3N33,"121 32.25,121.25 32.25,121.25 32,121 32,121 32.25",32.25,121.0,32.25,121.25,32.0,121.25,32.0,121.0
GR2_F3N34,"121.25 32.25,121.5 32.25,121.5 32,121.25 32,121.25 32.25",32.25,121.25,32.25,121.5,32.0,121.5,32.0,121.25
GR2_F3N43,"121.5 32.25,121.75 32.25,121.75 32,121.5 32,121.5 32.25",32.25,121.5,32.25,121.75,32.0,121.75,32.0,121.5
GR2_F3N44,"121.75 32.25,122 32.25,122 32,121.75 32,121.75 32.25",32.25,121.75,32.25,122.0,32.0,122.0,32.0,121.75
GR2_F3O33,"122 32.25,122.25 32.25,122.25 32,122 32,122 32.25",32.25,122.0,32.25,122.25,32.0,122.25,32.0,122.0
GR2_F3O34,"122.25 32.25,122.5 32.25,122.5 32,122.25 32,122.25 32.25",32.25,122.25,32.25,122.5,32.0,122.5,32.0,122.25
GR2_F3O43,"122.5 32.25,122.75 32.25,122.75 32,122.5 32,122.5 32.25",32.25,122.5,32.25,122.75,32.0,122.75,32.0,122.5
GR2_F3O44,"122.75 32.25,123 32.25,123 32,122.75 32,122.75 32.25",32.25,122.75,32.25,123.0,32.0,123.0,32.0,122.75
GR2_F3P33,"123 32.25,123.25 32.25,123.25 32,123 32,123 32.25",32.25,123.0,32.25,123.25,32.0,123.25,32.0,123.0
GR2_F3P34,"123.25 32.25,123.5 32.25,123.5 32,123.25 32,123.25 32.25",32.25,123.25,32.25,123.5,32.0,123.5,32.0,123.25
GR2_F3P43,"123.5 32.25,123.75 32.25,123.75 32,123.5 32,123.5 32.25",32.25,123.5,32.25,123.75,32.0,123.75,32.0,123.5
GR2_F3P44,"123.75 32.25,124 32.25,124 32,123.75 32,123.75 32.25",32.25,123.75,32.25,124.0,32.0,124.0,32.0,123.75
GR2_F4M33,"124 32.25,124.25 32.25,124.25 32,124 32,124 32.25",32.25,124.0,32.25,124.25,32.0,124.25,32.0,124.0
GR2_F4M34,"124.25 32.25,124.5 32.25,124.5 32,124.25 32,124.25 32.25",32.25,124.25,32.25,124.5,32.0,124.5,32.0,124.25
GR2_F4M43,"124.5 32.25,124.75 32.25,124.75 32,124.5 32,124.5 32.25",32.25,124.5,32.25,124.75,32.0,124.75,32.0,124.5
GR2_F4M44,"124.75 32.25,125 32.25,125 32,124.75 32,124.75 32.25",32.25,124.75,32.25,125.0,32.0,125.0,32.0,124.75
GR2_F4N33,"125 32.25,125.25 32.25,125.25 32,125 32,125 32.25",32.25,125.0,32.25,125.25,32.0,125.25,32.0,125.0
GR2_F4N34,"125.25 32.25,125.5 32.25,125.5 32,125.25 32,125.25 32.25",32.25,125.25,32.25,125.5,32.0,125.5,32.0,125.25
GR2_F4N43,"125.5 32.25,125.75 32.25,125.75 32,125.5 32,125.5 32.25",32.25,125.5,32.25,125.75,32.0,125.75,32.0,125.5
GR2_F4N44,"125.75 32.25,126 32.25,126 32,125.75 32,125.75 32.25",32.25,125.75,32.25,126.0,32.0,126.0,32.0,125.75
GR2_F4O33,"126 32.25,126.25 32.25,126.25 32,126 32,126 32.25",32.25,126.0,32.25,126.25,32.0,126.25,32.0,126.0
GR2_F4O34,"126.25 32.25,126.5 32.25,126.5 32,126.25 32,126.25 32.25",32.25,126.25,32.25,126.5,32.0,126.5,32.0,126.25
GR2_F4O43,"126.5 32.25,126.75 32.25,126.75 32,126.5 32,126.5 32.25",32.25,126.5,32.25,126.75,32.0,126.75,32.0,126.5
GR2_F4O44,"126.75 32.25,127 32.25,127 32,126.75 32,126.75 32.25",32.25,126.75,32.25,127.0,32.0,127.0,32.0,126.75
GR2_F4P33,"127 32.25,127.25 32.25,127.25 32,127 32,127 32.25",32.25,127.0,32.25,127.25,32.0,127.25,32.0,127.0
GR2_F4P34,"127.25 32.25,127.5 32.25,127.5 32,127.25 32,127.25 32.25",32.25,127.25,32.25,127.5,32.0,127.5,32.0,127.25
GR2_F4P43,"127.5 32.25,127.75 32.25,127.75 32,127.5 32,127.5 32.25",32.25,127.5,32.25,127.75,32.0,127.75,32.0,127.5
GR2_F4P44,"127.75 32.25,128 32.25,128 32,127.75 32,127.75 32.25",32.25,127.75,32.25,128.0,32.0,128.0,32.0,127.75
GR2_G3M33,"128 32.25,128.25 32.25,128.25 32,128 32,128 32.25",32.25,128.0,32.25,128.25,32.0,128.25,32.0,128.0
