IDX,UPPER_LEFT_LONGITUDE,UPPER_LEFT_LATITUDE,UPPER_RIGHT_LONGITUDE,UPPER_RIGHT_LATITUDE,LOWER_RIGHT_LONGITUDE,LOWER_RIGHT_LATITUDE,LOWER_LEFT_LONGITUDE,LOWER_LEFT_LATITUDE
1462,139,33,139.5,33,139.5,32.5,139,32.5
1463,139.5,33,140,33,140,32.5,139.5,32.5
1474,138,32.5,138.5,32.5,138.5,32,138,32
1475,138.5,32.5,139,32.5,139,32,138.5,32
1476,139,32.5,139.5,32.5,139.5,32,139,32
1477,139.5,32.5,140,32.5,140,32,139.5,32
1488,138,32,138.5,32,138.5,31.5,138,31.5
1489,138.5,32,139,32,139,31.5,138.5,31.5
1490,139,32,139.5,32,139.5,31.5,139,31.5
1491,139.5,32,140,32,140,31.5,139.5,31.5
1502,138,31.5,138.5,31.5,138.5,31,138,31
1503,138.5,31.5,139,31.5,139,31,138.5,31
1504,139,31.5,139.5,31.5,139.5,31,139,31
1505,139.5,31.5,140,31.5,140,31,139.5,31
1516,138,31,138.5,31,138.5,30.5,138,30.5
1517,138.5,31,139,31,139,30.5,138.5,30.5
1518,139,31,139.5,31,139.5,30.5,139,30.5
1519,139.5,31,140,31,140,30.5,139.5,30.5
1530,138,30.5,138.5,30.5,138.5,30,138,30
1531,138.5,30.5,139,30.5,139,30,138.5,30
1532,139,30.5,139.5,30.5,139.5,30,139,30
1533,139.5,30.5,140,30.5,140,30,139.5,30
1544,138,30,138.5,30,138.5,29.5,138,29.5
1545,138.5,30,139,30,139,29.5,138.5,29.5
1546,139,30,139.5,30,139.5,29.5,139,29.5
1547,139.5,30,140,30,140,29.5,139.5,29.5
1558,138,29.5,138.5,29.5,138.5,29,138,29
1559,138.5,29.5,139,29.5,139,29,138.5,29
1560,139,29.5,139.5,29.5,139.5,29,139,29
1561,139.5,29.5,140,29.5,140,29,139.5,29
1572,138,29,138.5,29,138.5,28.5,138,28.5
1573,138.5,29,139,29,139,28.5,138.5,28.5
1574,139,29,139.5,29,139.5,28.5,139,28.5
1575,139.5,29,140,29,140,28.5,139.5,28.5
1586,138,28.5,138.5,28.5,138.5,28,138,28
1587,138.5,28.5,139,28.5,139,28,138.5,28
1588,139,28.5,139.5,28.5,139.5,28,139,28
1589,139.5,28.5,140,28.5,140,28,139.5,28
1600,138,28,138.5,28,138.5,27.5,138,27.5
1601,138.5,28,139,28,139,27.5,138.5,27.5
1602,139,28,139.5,28,139.5,27.5,139,27.5
1603,139.5,28,140,28,140,27.5,139.5,27.5
1614,138,27.5,138.5,27.5,138.5,27,138,27
1615,138.5,27.5,139,27.5,139,27,138.5,27
1616,139,27.5,139.5,27.5,139.5,27,139,27
1617,139.5,27.5,140,27.5,140,27,139.5,27
1628,138,27,138.5,27,138.5,26.5,138,26.5
1629,138.5,27,139,27,139,26.5,138.5,26.5
1630,139,27,139.5,27,139.5,26.5,139,26.5
1631,139.5,27,140,27,140,26.5,139.5,26.5
1642,138,26.5,138.5,26.5,138.5,26,138,26
1643,138.5,26.5,139,26.5,139,26,138.5,26
1644,139,26.5,139.5,26.5,139.5,26,139,26
1645,139.5,26.5,140,26.5,140,26,139.5,26
1656,138,26,138.5,26,138.5,25.5,138,25.5
1657,138.5,26,139,26,139,25.5,138.5,25.5
1658,139,26,139.5,26,139.5,25.5,139,25.5
1659,139.5,26,140,26,140,25.5,139.5,25.5
1670,138,25.5,138.5,25.5,138.5,25,138,25
1671,138.5,25.5,139,25.5,139,25,138.5,25
1672,139,25.5,139.5,25.5,139.5,25,139,25
1673,139.5,25.5,140,25.5,140,25,139.5,25
1684,138,25,138.5,25,138.5,24.5,138,24.5
1685,138.5,25,139,25,139,24.5,138.5,24.5
1686,139,25,139.5,25,139.5,24.5,139,24.5
1687,139.5,25,140,25,140,24.5,139.5,24.5
5021,127.5,40,128,40,128,39.5,127.5,39.5
5022,128,40,128.5,40,128.5,39.5,128,39.5
5029,127,39.5,127.5,39.5,127.5,39,127,39
5038,127,39,127.5,39,127.5,38.5,127,38.5
5047,127.5,38.5,128,38.5,128,38,127.5,38
5055,128,38,128.5,38,128.5,37.5,128,37.5
5087,129,35.5,129.5,35.5,129.5,35,129,35
5097,127.5,35,128,35,128,34.5,127.5,34.5
5098,128,35,128.5,35,128.5,34.5,128,34.5
5099,128.5,35,129,35,129,34.5,128.5,34.5
5118,124.5,39.5,125,39.5,125,39,124.5,39
5124,125,39.5,125.5,39.5,125.5,39,125,39
5130,125,38.5,125.5,38.5,125.5,38,125,38
5131,125.5,38.5,126,38.5,126,38,125.5,38
5137,125,38,125.5,38,125.5,37.5,125,37.5
5138,125.5,38,126,38,126,37.5,125.5,37.5
5146,126,37.5,126.5,37.5,126.5,37,126,37
5147,126.5,37.5,127,37.5,127,37,126.5,37
5154,126.5,37,127,37,127,36.5,126.5,36.5
5164,126.5,36.5,127,36.5,127,36,126.5,36
5174,126.5,36,127,36,127,35.5,126.5,35.5
5184,126.5,35.5,127,35.5,127,35,126.5,35
5213,126.5,34.5,127,34.5,127,34,126.5,34
5214,127,34.5,127.5,34.5,127.5,34,127,34
6003,121.5,41,122,41,122,40.5,121.5,40.5
6005,119.5,40,120,40,120,39.5,119.5,39.5
6058,119,35,119.5,35,119.5,34.5,119,34.5
6062,119,34.5,119.5,34.5,119.5,34,119,34
6066,119.5,34,120,34,120,33.5,119.5,33.5
6076,120,32,120.5,32,120.5,31.5,120,31.5
6077,120.5,32,121,32,121,31.5,120.5,31.5
6116,122.5,39.5,123,39.5,123,39,122.5,39
6119,122,39,122.5,39,122.5,38.5,122,38.5
6137,121,37,121.5,37,121.5,36.5,121,36.5
6138,121.5,37,122,37,122,36.5,121.5,36.5
6139,122,37,122.5,37,122.5,36.5,122,36.5
6154,120.5,36.5,121,36.5,121,36,120.5,36
6155,121,36.5,121.5,36.5,121.5,36,121,36
6454,120,31.5,120.5,31.5,120.5,31,120,31
6455,120.5,31.5,121,31.5,121,31,120.5,31
6456,121,31.5,121.5,31.5,121.5,31,121,31
6457,121.5,31.5,122,31.5,122,31,121.5,31
6486,121,31,121.5,31,121.5,30.5,121,30.5
6487,121.5,31,122,31,122,30.5,121.5,30.5
6601,120.5,30.5,121,30.5,121,30,120.5,30
6602,120,30,120.5,30,120.5,29.5,120,29.5
6603,120.5,30,121,30,121,29.5,120.5,29.5
6604,121,29.5,121.5,29.5,121.5,29,121,29
6605,121.5,29.5,122,29.5,122,29,121.5,29
6614,121,29,121.5,29,121.5,28.5,121,28.5
6615,121.5,29,122,29,122,28.5,121.5,28.5
6624,121,28.5,121.5,28.5,121.5,28,121,28
6642,120.5,28,121,28,121,27.5,120.5,27.5
6660,119.5,26.5,120,26.5,120,26,119.5,26
6670,119.5,26,120,26,120,25.5,119.5,25.5
6680,119,25.5,119.5,25.5,119.5,25,119,25
6681,119.5,25.5,120,25.5,120,25,119.5,25
6690,119,25,119.5,25,119.5,24.5,119,24.5
6691,119.5,25,120,25,120,24.5,119.5,24.5
6901,120.5,40.5,121,40.5,121,40,120.5,40
6902,121,40.5,121.5,40.5,121.5,40,121,40
6903,121.5,40.5,122,40.5,122,40,121.5,40
6904,122,40.5,122.5,40.5,122.5,40,122,40
6905,120,40,120.5,40,120.5,39.5,120,39.5
6906,120.5,40,121,40,121,39.5,120.5,39.5
6907,121,40,121.5,40,121.5,39.5,121,39.5
6908,121.5,40,122,40,122,39.5,121.5,39.5
6909,122,40,122.5,40,122.5,39.5,122,39.5
6910,119,39.5,119.5,39.5,119.5,39,119,39
6911,119.5,39.5,120,39.5,120,39,119.5,39
6912,120,39.5,120.5,39.5,120.5,39,120,39
6913,120.5,39.5,121,39.5,121,39,120.5,39
6914,121,39.5,121.5,39.5,121.5,39,121,39
6915,121.5,39.5,122,39.5,122,39,121.5,39
6918,119,39,119.5,39,119.5,38.5,119,38.5
6919,119.5,39,120,39,120,38.5,119.5,38.5
6920,120,39,120.5,39,120.5,38.5,120,38.5
6921,120.5,39,121,39,121,38.5,120.5,38.5
6922,121,39,121.5,39,121.5,38.5,121,38.5
6923,121.5,39,122,39,122,38.5,121.5,38.5
6928,119,38.5,119.5,38.5,119.5,38,119,38
6929,119.5,38.5,120,38.5,120,38,119.5,38
6930,120,38.5,120.5,38.5,120.5,38,120,38
6931,120.5,38.5,121,38.5,121,38,120.5,38
6932,121,38.5,121.5,38.5,121.5,38,121,38
6933,121.5,38.5,122,38.5,122,38,121.5,38
6937,119,38,119.5,38,119.5,37.5,119,37.5
6938,119.5,38,120,38,120,37.5,119.5,37.5
6939,120,38,120.5,38,120.5,37.5,120,37.5
6940,120.5,38,121,38,121,37.5,120.5,37.5
6941,121,38,121.5,38,121.5,37.5,121,37.5
6943,119,37.5,119.5,37.5,119.5,37,119,37
6944,119.5,37.5,120,37.5,120,37,119.5,37
6945,120,37.5,120.5,37.5,120.5,37,120,37
6946,120.5,37.5,121,37.5,121,37,120.5,37
6947,121,37.5,121.5,37.5,121.5,37,121,37
6948,119,37,119.5,37,119.5,36.5,119,36.5
6949,119.5,37,120,37,120,36.5,119.5,36.5
6950,120,37,120.5,37,120.5,36.5,120,36.5
6951,120,36,120.5,36,120.5,35.5,120,35.5
6952,120.5,36,121,36,121,35.5,120.5,35.5
6953,121,36,121.5,36,121.5,35.5,121,35.5
6954,119.5,35.5,120,35.5,120,35,119.5,35
6955,120,35.5,120.5,35.5,120.5,35,120,35
6956,120.5,35.5,121,35.5,121,35,120.5,35
6957,121,35.5,121.5,35.5,121.5,35,121,35
6958,119.5,35,120,35,120,34.5,119.5,34.5
6959,120,35,120.5,35,120.5,34.5,120,34.5
6960,120.5,35,121,35,121,34.5,120.5,34.5
6961,121,35,121.5,35,121.5,34.5,121,34.5
6962,119.5,34.5,120,34.5,120,34,119.5,34
6963,120,34.5,120.5,34.5,120.5,34,120,34
6964,120.5,34.5,121,34.5,121,34,120.5,34
6965,121,34.5,121.5,34.5,121.5,34,121,34
6966,120,34,120.5,34,120.5,33.5,120,33.5
6967,120.5,34,121,34,121,33.5,120.5,33.5
6968,121,34,121.5,34,121.5,33.5,121,33.5
6969,120,33.5,120.5,33.5,120.5,33,120,33
6970,120.5,33.5,121,33.5,121,33,120.5,33
6971,121,33.5,121.5,33.5,121.5,33,121,33
6972,120.5,33,121,33,121,32.5,120.5,32.5
6973,121,33,121.5,33,121.5,32.5,121,32.5
6974,120.5,32.5,121,32.5,121,32,120.5,32
6975,121,32.5,121.5,32.5,121.5,32,121,32
6976,121.5,32.5,122,32.5,122,32,121.5,32
6977,121,32,121.5,32,121.5,31.5,121,31.5
6978,121.5,32,122,32,122,31.5,121.5,31.5
7349,139.5,38,140,38,140,37.5,139.5,37.5
7359,139,37.5,139.5,37.5,139.5,37,139,37
7360,133,35,133.5,35,133.5,34.5,133,34.5
7361,133.5,35,134,35,134,34.5,133.5,34.5
7363,132.5,35,133,35,133,34.5,132.5,34.5
7366,132,34.5,132.5,34.5,132.5,34,132,34
7367,131,34,131.5,34,131.5,33.5,131,33.5
7368,138.5,37,139,37,139,36.5,138.5,36.5
7370,130.5,33.5,131,33.5,131,33,130.5,33
7372,129.5,33,130,33,130,32.5,129.5,32.5
7373,130,33,130.5,33,130.5,32.5,130,32.5
7377,130,32.5,130.5,32.5,130.5,32,130,32
7378,130.5,32.5,131,32.5,131,32,130.5,32
7382,130,32,130.5,32,130.5,31.5,130,31.5
7383,130.5,32,131,32,131,31.5,130.5,31.5
7388,136.5,35,137,35,137,34.5,136.5,34.5
7413,133,33.5,133.5,33.5,133.5,33,133,33
7414,133.5,33.5,134,33.5,134,33,133.5,33
7415,134,33.5,134.5,33.5,134.5,33,134,33
7420,131.5,33,132,33,132,32.5,131.5,32.5
7421,132.5,33,133,33,133,32.5,132.5,32.5
7422,133,33,133.5,33,133.5,32.5,133,32.5
7426,135.5,33.5,136,33.5,136,33,135.5,33
7432,131.5,32.5,132,32.5,132,32,131.5,32
7433,138.5,34.5,139,34.5,139,34,138.5,34
7434,138.5,35,139,35,139,34.5,138.5,34.5
7435,139,35,139.5,35,139.5,34.5,139,34.5
7436,139.5,35,140,35,140,34.5,139.5,34.5
7437,139.5,35.5,140,35.5,140,35,139.5,35
7472,130,31.5,130.5,31.5,130.5,31,130,31
7473,130.5,31.5,131,31.5,131,31,130.5,31
7474,131,31.5,131.5,31.5,131.5,31,131,31
7904,136,35.5,136.5,35.5,136.5,35,136,35
7922,137,36.5,137.5,36.5,137.5,36,137,36
7923,137.5,36.5,138,36.5,138,36,137.5,36
8101,134,43,134.5,43,134.5,42.5,134,42.5
8102,134.5,43,135,43,135,42.5,134.5,42.5
8103,135,43,135.5,43,135.5,42.5,135,42.5
8104,135.5,43,136,43,136,42.5,135.5,42.5
8105,136,43,136.5,43,136.5,42.5,136,42.5
8106,136.5,43,137,43,137,42.5,136.5,42.5
8107,137,43,137.5,43,137.5,42.5,137,42.5
8108,137.5,43,138,43,138,42.5,137.5,42.5
8109,138,43,138.5,43,138.5,42.5,138,42.5
8110,138.5,43,139,43,139,42.5,138.5,42.5
8111,139,43,139.5,43,139.5,42.5,139,42.5
8112,139.5,43,140,43,140,42.5,139.5,42.5
8113,135,43.5,135.5,43.5,135.5,43,135,43
8114,135.5,43.5,136,43.5,136,43,135.5,43
8115,136,43.5,136.5,43.5,136.5,43,136,43
8116,136.5,43.5,137,43.5,137,43,136.5,43
8117,137,43.5,137.5,43.5,137.5,43,137,43
8118,137.5,43.5,138,43.5,138,43,137.5,43
8119,138,43.5,138.5,43.5,138.5,43,138,43
8120,138.5,43.5,139,43.5,139,43,138.5,43
8121,139,43.5,139.5,43.5,139.5,43,139,43
8122,139.5,43.5,140,43.5,140,43,139.5,43
8123,135.5,44,136,44,136,43.5,135.5,43.5
8124,136,44,136.5,44,136.5,43.5,136,43.5
8125,136.5,44,137,44,137,43.5,136.5,43.5
8126,137,44,137.5,44,137.5,43.5,137,43.5
8127,137.5,44,138,44,138,43.5,137.5,43.5
8128,138,44,138.5,44,138.5,43.5,138,43.5
8129,138.5,44,139,44,139,43.5,138.5,43.5
8130,139,44,139.5,44,139.5,43.5,139,43.5
8131,139.5,44,140,44,140,43.5,139.5,43.5
8132,136,44.5,136.5,44.5,136.5,44,136,44
8133,136.5,44.5,137,44.5,137,44,136.5,44
8134,137,44.5,137.5,44.5,137.5,44,137,44
8135,137.5,44.5,138,44.5,138,44,137.5,44
8136,138,44.5,138.5,44.5,138.5,44,138,44
8137,138.5,44.5,139,44.5,139,44,138.5,44
8138,139,44.5,139.5,44.5,139.5,44,139,44
8139,139.5,44.5,140,44.5,140,44,139.5,44
8140,136.5,45,137,45,137,44.5,136.5,44.5
8141,137,45,137.5,45,137.5,44.5,137,44.5
8142,137.5,45,138,45,138,44.5,137.5,44.5
8143,138,45,138.5,45,138.5,44.5,138,44.5
8144,138.5,45,139,45,139,44.5,138.5,44.5
8145,139,45,139.5,45,139.5,44.5,139,44.5
8146,139.5,45,140,45,140,44.5,139.5,44.5
8147,137,45.5,137.5,45.5,137.5,45,137,45
8148,137.5,45.5,138,45.5,138,45,137.5,45
8149,138,45.5,138.5,45.5,138.5,45,138,45
8150,138.5,45.5,139,45.5,139,45,138.5,45
8151,139,45.5,139.5,45.5,139.5,45,139,45
8152,139.5,45.5,140,45.5,140,45,139.5,45
8300,131,43,131.5,43,131.5,42.5,131,42.5
8301,131.5,43,132,43,132,42.5,131.5,42.5
8302,132,43,132.5,43,132.5,42.5,132,42.5
8303,130.5,42.5,131,42.5,131,42,130.5,42
8304,131,42.5,131.5,42.5,131.5,42,131,42
